Cyl,RRT,0,0,0,True,0.521426
Cyl,RRT,1,0,0,True,0.5232729999999997
Cyl,RRT,2,0,0,True,0.5271990000000004
Cyl,RRT,3,0,0,True,0.520529999999999
Cyl,RRT,4,0,0,True,0.6651949999999989
Cyl,RRT,5,0,0,True,0.4242840000000001
Cyl,RRT,6,0,0,True,0.4161070000000002
Cyl,RRT,7,0,0,True,0.7048380000000023
Cyl,RRT,8,0,0,True,0.7728490000000008
Cyl,RRT,9,0,0,True,0.36599800000000116
Cyl,RRT,0,1,0,True,0.5938230000000004
Cyl,RRT,1,1,0,True,0.5224100000000007
Cyl,RRT,2,1,0,True,0.40221899999999877
Cyl,RRT,3,1,0,True,0.3796290000000013
Cyl,RRT,4,1,0,True,0.6198900000000016
Cyl,RRT,5,1,0,True,0.5368889999999951
Cyl,RRT,6,1,0,True,0.8357790000000023
Cyl,RRT,7,1,0,True,0.3781279999999967
Cyl,RRT,8,1,0,True,0.7342250000000021
Cyl,RRT,9,1,0,True,0.43332800000000304
Cyl,RRT,0,2,0,True,0.5480230000000006
Cyl,RRT,1,2,0,True,0.5500789999999967
Cyl,RRT,2,2,0,True,0.5033880000000011
Cyl,RRT,3,2,0,True,0.7690119999999965
Cyl,RRT,4,2,0,True,0.39322100000000404
Cyl,RRT,5,2,0,True,0.727173999999998
Cyl,RRT,6,2,0,True,0.4047219999999996
Cyl,RRT,7,2,0,True,0.503580999999997
Cyl,RRT,8,2,0,True,0.4886910000000029
Cyl,RRT,9,2,0,True,0.5887419999999963
Cyl,RRT,0,3,0,True,0.5312479999999908
Cyl,RRT,1,3,0,True,0.3808230000000066
Cyl,RRT,2,3,0,True,0.4586040000000082
Cyl,RRT,3,3,0,True,0.5403239999999983
Cyl,RRT,4,3,0,True,0.6609009999999955
Cyl,RRT,5,3,0,True,0.6088489999999922
Cyl,RRT,6,3,0,True,0.5209750000000071
Cyl,RRT,7,3,0,True,0.6185310000000044
Cyl,RRT,8,3,0,True,0.44868499999999756
Cyl,RRT,9,3,0,True,0.31431500000000767
Cyl,RRT,0,4,0,True,0.503350999999995
Cyl,RRT,1,4,0,True,0.5327079999999995
Cyl,RRT,2,4,0,True,0.5261780000000016
Cyl,RRT,3,4,0,True,0.49775999999999954
Cyl,RRT,4,4,0,True,0.788322000000008
Cyl,RRT,5,4,0,True,0.5571800000000025
Cyl,RRT,6,4,0,True,0.5392879999999991
Cyl,RRT,7,4,0,True,0.6307510000000036
Cyl,RRT,8,4,0,True,0.5228460000000013
Cyl,RRT,9,4,0,True,0.4681860000000029
Cyl,RRT,0,5,0,False,0.1989950000000107
Cyl,RRT,1,5,0,False,0.16329500000000507
Cyl,RRT,2,5,0,False,0.16714899999999489
Cyl,RRT,3,5,0,False,0.1594170000000048
Cyl,RRT,4,5,0,False,0.16314699999999505
Cyl,RRT,5,5,0,False,0.16560899999998924
Cyl,RRT,6,5,0,False,0.16298799999999858
Cyl,RRT,7,5,0,False,0.1605130000000088
Cyl,RRT,8,5,0,False,0.15884199999999282
Cyl,RRT,9,5,0,False,0.16244899999999518
Cyl,RRT,0,6,0,True,0.873180000000005
Cyl,RRT,1,6,0,True,0.5854510000000062
Cyl,RRT,2,6,0,True,0.5661819999999977
Cyl,RRT,3,6,0,True,0.6617739999999941
Cyl,RRT,4,6,0,True,0.6712300000000084
Cyl,RRT,5,6,0,True,0.5367880000000014
Cyl,RRT,6,6,0,True,0.5916249999999934
Cyl,RRT,7,6,0,True,0.6490639999999814
Cyl,RRT,8,6,0,True,0.6813879999999983
Cyl,RRT,9,6,0,True,0.43639299999998116
Cyl,RRT,0,7,0,False,0.16748799999999164
Cyl,RRT,1,7,0,False,0.1605909999999824
Cyl,RRT,2,7,0,False,0.16578799999999205
Cyl,RRT,3,7,0,False,0.16150400000000786
Cyl,RRT,4,7,0,False,0.16076800000001867
Cyl,RRT,5,7,0,False,0.16503500000001736
Cyl,RRT,6,7,0,False,0.16512099999999919
Cyl,RRT,7,7,0,False,0.15981000000002155
Cyl,RRT,8,7,0,False,0.16094300000000317
Cyl,RRT,9,7,0,False,0.16014499999999998
Cyl,RRT,0,8,0,True,0.6462120000000198
Cyl,RRT,1,8,0,True,0.5874829999999918
Cyl,RRT,2,8,0,True,0.7354509999999834
Cyl,RRT,3,8,0,True,0.6881269999999802
Cyl,RRT,4,8,0,True,0.7685749999999985
Cyl,RRT,5,8,0,True,0.5197800000000257
Cyl,RRT,6,8,0,True,0.7393240000000105
