obj,planner,starting_pose,goal_pose,env,result,run_time,started from start_pose
Cyl,RRT,0,0,0,True,0.5957119999999998,True
Cyl,RRT,1,0,0,True,0.6230469999999997,True
Cyl,RRT,2,0,0,True,0.5406629999999994,True
Cyl,RRT,3,0,0,True,0.6599130000000013,True
Cyl,RRT,4,0,0,True,0.6660810000000001,True
Cyl,RRT,5,0,0,True,0.4087030000000009,True
Cyl,RRT,6,0,0,True,0.4154560000000007,True
Cyl,RRT,7,0,0,True,0.4660679999999999,True
Cyl,RRT,8,0,0,True,0.43329900000000166,True
Cyl,RRT,9,0,0,True,0.3933309999999999,True
Cyl,RRT,0,1,0,True,0.525228000000002,True
Cyl,RRT,1,1,0,True,0.606425999999999,True
Cyl,RRT,2,1,0,True,0.4020019999999995,True
Cyl,RRT,3,1,0,True,0.5063119999999977,True
Cyl,RRT,4,1,0,True,0.6486980000000031,True
Cyl,RRT,5,1,0,True,0.5802199999999971,True
Cyl,RRT,6,1,0,True,0.5027429999999953,True
Cyl,RRT,7,1,0,True,0.37693800000000266,True
Cyl,RRT,8,1,0,True,0.47176100000000076,True
Cyl,RRT,9,1,0,True,0.5894569999999959,True
Cyl,RRT,0,2,0,True,0.42732300000000123,True
Cyl,RRT,1,2,0,True,0.5466609999999932,True
Cyl,RRT,2,2,0,True,0.5293859999999952,True
Cyl,RRT,3,2,0,True,0.830444,True
Cyl,RRT,4,2,0,True,0.6340199999999996,True
Cyl,RRT,5,2,0,True,0.602367000000001,True
Cyl,RRT,6,2,0,True,0.5559490000000054,True
Cyl,RRT,7,2,0,True,0.7899680000000018,True
Cyl,RRT,8,2,0,True,0.447969999999998,True
Cyl,RRT,9,2,0,True,0.45062099999999816,True
Cyl,RRT,0,3,0,True,0.5646690000000021,True
Cyl,RRT,1,3,0,True,0.394748000000007,True
Cyl,RRT,2,3,0,True,0.4284839999999974,True
Cyl,RRT,3,3,0,True,0.5080600000000004,True
Cyl,RRT,4,3,0,True,0.6594510000000042,True
Cyl,RRT,5,3,0,True,0.5480359999999962,True
Cyl,RRT,6,3,0,True,0.48748199999999997,True
Cyl,RRT,7,3,0,True,0.5366580000000027,True
Cyl,RRT,8,3,0,True,0.44538300000000675,True
Cyl,RRT,9,3,0,True,0.29842400000001135,True
Cyl,RRT,0,4,0,True,0.44532200000000444,True
Cyl,RRT,1,4,0,True,0.5613469999999978,True
Cyl,RRT,2,4,0,True,0.5075819999999993,True
Cyl,RRT,3,4,0,True,0.5003670000000113,True
Cyl,RRT,4,4,0,True,0.5909659999999946,True
Cyl,RRT,5,4,0,True,0.3148399999999896,True
